Data,Species,ProBiomassInitial,Deployed,Sampled,Quadrant,Week,Block,Location,ProDivTrtType,ProDivTrtRich,ProDivTrtID,CfBiomass,GtBiomass,GvBiomass,GgBiomass,ProBiomass,Amphipods,Bivalves,Caprellids,Gastropods,Isopods,Megalopae,NonXanthidCrabs,Polychaetes,Pycnogonids,Shrimps,XanthidCrabs,Others,ConAbund,ConBiomass,ConDivRich
Sum,Gt,15,6/28/12,7/26/12,2,6,10,5,Mono,1,Gt,NA,5.86,NA,NA,5.86,10,0,1,5,0,0,0,1,1,0,0,0,18,0.015,5
Sum,Gv,15,6/28/12,7/26/12,2,6,11,23,Mono,1,Gv,NA,NA,12.01,NA,12.01,1,0,0,14,2,0,0,0,0,0,1,0,18,0.035,4
Sum,Gv,15,6/28/12,7/26/12,2,6,12,11,Mono,1,Gv,NA,NA,3.29,NA,3.29,4,0,0,4,2,0,0,0,0,0,0,0,10,0.007,3
Sum,Gv,15,6/28/12,7/26/12,2,6,13,27,Mono,1,Gv,NA,NA,50.67,NA,50.67,22,0,0,42,8,0,0,3,0,1,0,0,76,0.184,5
Sum,Gv,15,6/28/12,7/26/12,2,6,14,32,Mono,1,Gv,NA,NA,57.89,NA,57.89,22,0,1,75,25,0,0,2,0,1,0,0,126,0.221,6
Sum,Gv,15,6/28/12,7/26/12,2,6,15,19,Mono,1,Gv,NA,NA,14.28,NA,14.28,9,0,0,11,4,0,0,0,0,0,0,0,24,0.03,3
Sum,Gg,15,6/28/12,7/26/12,2,6,16,9,Mono,1,Gg,NA,NA,NA,21.52,21.52,115,0,0,78,4,1,0,14,0,0,2,0,214,0.261,6
Sum,Gg,15,6/28/12,7/26/12,2,6,17,16,Mono,1,Gg,NA,NA,NA,22.52,22.52,138,1,4,122,6,0,0,12,0,0,3,0,286,0.373,7
Sum,Gg,15,6/28/12,7/26/12,2,6,18,22,Mono,1,Gg,NA,NA,NA,21.63,21.63,286,1,5,107,3,0,0,4,1,0,5,0,412,0.472,8
Sum,Gg,15,6/28/12,7/26/12,2,6,19,10,Mono,1,Gg,NA,NA,NA,3.05,3.05,19,1,2,15,1,0,0,6,0,0,0,0,44,0.045,6
Sum,Gg,15,6/28/12,7/26/12,2,6,20,30,Mono,1,Gg,NA,NA,NA,23.38,23.38,176,0,13,135,6,0,0,3,1,0,1,0,335,0.402,7
Part,Cf,5,6/28/12,7/26/12,2,6,21,8,Poly,3,NM,6.57,NA,NA,NA,6.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,5,6/28/12,7/26/12,2,6,21,8,Poly,3,NM,NA,2.91,NA,NA,2.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,5,6/28/12,7/26/12,2,6,21,8,Poly,3,NM,NA,NA,NA,3.25,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/28/12,7/26/12,2,6,21,8,Poly,3,NM,6.57,2.91,NA,3.25,12.73,20,0,0,46,7,0,0,5,0,0,0,0,78,0.166,4
Part,Cf,5,6/28/12,7/26/12,2,6,22,35,Poly,3,NM,7.46,NA,NA,NA,7.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,5,6/28/12,7/26/12,2,6,22,35,Poly,3,NM,NA,1.18,NA,NA,1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,5,6/28/12,7/26/12,2,6,22,35,Poly,3,NM,NA,NA,NA,8.04,8.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/28/12,7/26/12,2,6,22,35,Poly,3,NM,7.46,1.18,NA,8.04,16.68,88,0,1,89,3,0,0,3,0,0,0,0,184,0.285,5
Part,Cf,5,6/28/12,7/26/12,2,6,23,7,Poly,3,NM,5.56,NA,NA,NA,5.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,5,6/28/12,7/26/12,2,6,23,7,Poly,3,NM,NA,1.39,NA,NA,1.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,5,6/28/12,7/26/12,2,6,23,7,Poly,3,NM,NA,NA,NA,3.4,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/28/12,7/26/12,2,6,23,7,Poly,3,NM,5.56,1.39,NA,3.4,10.35,10,0,0,35,3,0,0,5,0,0,0,0,53,0.11,4
Part,Cf,5,6/28/12,7/26/12,2,6,24,18,Poly,3,NM,5.14,NA,NA,NA,5.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,5,6/28/12,7/26/12,2,6,24,18,Poly,3,NM,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,5,6/28/12,7/26/12,2,6,24,18,Poly,3,NM,NA,NA,NA,4.7,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/28/12,7/26/12,2,6,24,18,Poly,3,NM,5.14,0,NA,4.7,9.84,16,0,0,27,4,0,0,0,0,0,0,0,47,0.082,3
Part,Cf,5,6/28/12,7/26/12,2,6,25,24,Poly,3,NM,6.7,NA,NA,NA,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,5,6/28/12,7/26/12,2,6,25,24,Poly,3,NM,NA,0.81,NA,NA,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,5,6/28/12,7/26/12,2,6,25,24,Poly,3,NM,NA,NA,NA,7.83,7.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/28/12,7/26/12,2,6,25,24,Poly,3,NM,6.7,0.81,NA,7.83,15.34,35,1,5,47,5,0,0,2,0,0,2,0,97,0.162,7
Part,Cf,5,6/28/12,7/26/12,2,6,26,25,Poly,3,IM,7.9,NA,NA,NA,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,5,6/28/12,7/26/12,2,6,26,25,Poly,3,IM,NA,NA,17.45,NA,17.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,5,6/28/12,7/26/12,2,6,26,25,Poly,3,IM,NA,NA,NA,3.55,3.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/28/12,7/26/12,2,6,26,25,Poly,3,IM,7.9,NA,17.45,3.55,28.9,37,0,0,51,13,0,0,2,1,0,0,0,104,0.144,5
Part,Cf,5,6/28/12,7/26/12,2,6,27,4,Poly,3,IM,3.58,NA,NA,NA,3.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,5,6/28/12,7/26/12,2,6,27,4,Poly,3,IM,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,5,6/28/12,7/26/12,2,6,27,4,Poly,3,IM,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/28/12,7/26/12,2,6,27,4,Poly,3,IM,3.58,NA,0,0,3.58,3,0,1,4,1,0,0,0,0,0,0,0,9,0.014,4
Part,Cf,5,6/28/12,7/26/12,2,6,28,14,Poly,3,IM,5.11,NA,NA,NA,5.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,5,6/28/12,7/26/12,2,6,28,14,Poly,3,IM,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,5,6/28/12,7/26/12,2,6,28,14,Poly,3,IM,NA,NA,NA,10.21,10.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/28/12,7/26/12,2,6,28,14,Poly,3,IM,5.11,NA,0,10.21,15.32,53,1,11,50,0,0,0,4,0,0,1,1,121,0.132,7
Part,Cf,5,6/28/12,7/26/12,2,6,29,1,Poly,3,IM,6.36,NA,NA,NA,6.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,5,6/28/12,7/26/12,2,6,29,1,Poly,3,IM,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,5,6/28/12,7/26/12,2,6,29,1,Poly,3,IM,NA,NA,NA,5.99,5.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/28/12,7/26/12,2,6,29,1,Poly,3,IM,6.36,NA,0,5.99,12.35,74,0,6,34,2,1,0,3,1,0,0,0,121,0.143,7
Part,Cf,5,6/28/12,7/26/12,2,6,30,34,Poly,3,IM,6.57,NA,NA,NA,6.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,5,6/28/12,7/26/12,2,6,30,34,Poly,3,IM,NA,NA,21.49,NA,21.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,5,6/28/12,7/26/12,2,6,30,34,Poly,3,IM,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/28/12,7/26/12,2,6,30,34,Poly,3,IM,6.57,NA,21.49,0,28.06,8,0,4,71,7,1,0,5,0,2,0,0,98,0.241,7
Part,Cf,3.75,6/28/12,7/26/12,2,6,31,6,Poly,4,CM,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,3.75,6/28/12,7/26/12,2,6,31,6,Poly,4,CM,NA,0.13,NA,NA,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,3.75,6/28/12,7/26/12,2,6,31,6,Poly,4,CM,NA,NA,0.05,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,3.75,6/28/12,7/26/12,2,6,31,6,Poly,4,CM,NA,NA,NA,3.67,3.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/28/12,7/26/12,2,6,31,6,Poly,4,CM,0,0.13,0.05,3.67,3.85,16,1,0,53,2,0,0,2,0,0,0,0,74,0.198,5
Part,Cf,3.75,6/28/12,7/26/12,2,6,32,31,Poly,4,CM,3.4,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,3.75,6/28/12,7/26/12,2,6,32,31,Poly,4,CM,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,3.75,6/28/12,7/26/12,2,6,32,31,Poly,4,CM,NA,NA,9.69,NA,9.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,3.75,6/28/12,7/26/12,2,6,32,31,Poly,4,CM,NA,NA,NA,6.26,6.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/28/12,7/26/12,2,6,32,31,Poly,4,CM,3.4,0,9.69,6.26,19.35,102,0,6,47,14,0,0,2,1,0,2,0,174,0.144,7
Part,Cf,3.75,6/28/12,7/26/12,2,6,33,15,Poly,4,CM,6.74,NA,NA,NA,6.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,3.75,6/28/12,7/26/12,2,6,33,15,Poly,4,CM,NA,0.64,NA,NA,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,3.75,6/28/12,7/26/12,2,6,33,15,Poly,4,CM,NA,NA,3.88,NA,3.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,3.75,6/28/12,7/26/12,2,6,33,15,Poly,4,CM,NA,NA,NA,6.29,6.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/28/12,7/26/12,2,6,33,15,Poly,4,CM,6.74,0.64,3.88,6.29,17.55,14,0,3,30,3,0,0,3,2,0,0,0,55,0.089,6
Part,Cf,3.75,6/28/12,7/26/12,2,6,34,13,Poly,4,CM,5.85,NA,NA,NA,5.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,3.75,6/28/12,7/26/12,2,6,34,13,Poly,4,CM,NA,37.17,NA,NA,37.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,3.75,6/28/12,7/26/12,2,6,34,13,Poly,4,CM,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,3.75,6/28/12,7/26/12,2,6,34,13,Poly,4,CM,NA,NA,NA,7.05,7.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/28/12,7/26/12,2,6,34,13,Poly,4,CM,5.85,37.17,0,7.05,50.07,48,1,3,50,9,0,0,5,1,0,3,0,120,0.259,8
Part,Cf,3.75,6/28/12,7/26/12,2,6,35,20,Poly,4,CM,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,3.75,6/28/12,7/26/12,2,6,35,20,Poly,4,CM,NA,0.72,NA,NA,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,3.75,6/28/12,7/26/12,2,6,35,20,Poly,4,CM,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,3.75,6/28/12,7/26/12,2,6,35,20,Poly,4,CM,NA,NA,NA,5.22,5.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/28/12,7/26/12,2,6,35,20,Poly,4,CM,0,0.72,0,5.22,5.94,36,0,0,32,0,0,0,4,0,0,4,0,76,0.202,4
Sum,Cf,15,7/5/12,8/2/12,3,7,1,28,Mono,1,Cf,20.4,NA,NA,NA,20.4,5,0,0,35,0,0,0,0,0,0,0,0,40,0.11,2
Sum,Cf,15,7/5/12,8/2/12,3,7,2,26,Mono,1,Cf,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sum,Cf,15,7/5/12,8/2/12,3,7,3,12,Mono,1,Cf,19.5,NA,NA,NA,19.5,6,0,0,23,0,0,0,0,0,1,0,0,30,0.08,3
Sum,Cf,15,7/5/12,8/2/12,3,7,4,21,Mono,1,Cf,8.18,NA,NA,NA,8.18,2,0,0,7,0,0,0,0,0,0,0,0,9,0.021,2
Sum,Cf,15,7/5/12,8/2/12,3,7,5,33,Mono,1,Cf,22.02,NA,NA,NA,22.02,1,0,0,41,0,0,0,0,0,0,0,0,42,0.151,2
Sum,Gt,15,7/5/12,8/2/12,3,7,6,29,Mono,1,Gt,NA,2.81,NA,NA,2.81,2,0,0,19,0,0,0,1,0,0,0,0,22,0.041,3
Sum,Gt,15,7/5/12,8/2/12,3,7,7,17,Mono,1,Gt,NA,4.57,NA,NA,4.57,0,0,0,19,0,0,0,0,0,1,0,1,21,0.062,3
Sum,Gt,15,7/5/12,8/2/12,3,7,8,3,Mono,1,Gt,NA,3.52,NA,NA,3.52,9,0,0,2,1,0,0,1,0,0,0,0,13,0.017,4
Sum,Gt,15,7/5/12,8/2/12,3,7,9,2,Mono,1,Gt,NA,11.1,NA,NA,11.1,9,0,0,44,4,0,0,2,0,0,0,0,59,0.159,4
Sum,Gt,15,7/5/12,8/2/12,3,7,10,5,Mono,1,Gt,NA,20.86,NA,NA,20.86,25,0,1,58,9,0,0,8,0,2,1,0,104,0.207,7
Sum,Gv,15,7/5/12,8/2/12,3,7,11,23,Mono,1,Gv,NA,NA,17.15,NA,17.15,39,0,0,172,9,0,0,5,2,1,3,0,231,0.692,7
Sum,Gv,15,7/5/12,8/2/12,3,7,12,11,Mono,1,Gv,NA,NA,5.98,NA,5.98,3,0,0,7,2,0,0,1,0,0,0,0,13,0.019,4
Sum,Gv,15,7/5/12,8/2/12,3,7,13,27,Mono,1,Gv,NA,NA,12.11,NA,12.11,6,0,0,7,7,0,0,0,0,1,0,0,21,0.015,4
Sum,Gv,15,7/5/12,8/2/12,3,7,14,32,Mono,1,Gv,NA,NA,24.68,NA,24.68,17,0,0,60,4,0,0,0,0,3,1,0,85,0.372,5
Sum,Gv,15,7/5/12,8/2/12,3,7,15,19,Mono,1,Gv,NA,NA,14.29,NA,14.29,9,0,1,63,5,0,0,0,0,1,0,0,79,0.189,5
Sum,Gg,15,7/5/12,8/2/12,3,7,16,9,Mono,1,Gg,NA,NA,NA,21.7,21.7,118,1,12,133,7,0,0,12,0,0,3,0,286,0.526,7
Sum,Gg,15,7/5/12,8/2/12,3,7,17,16,Mono,1,Gg,NA,NA,NA,21.13,21.13,96,0,3,106,4,0,0,0,1,1,4,0,215,0.653,7
Sum,Gg,15,7/5/12,8/2/12,3,7,18,22,Mono,1,Gg,NA,NA,NA,23.7,23.7,110,1,10,148,5,0,0,8,0,0,4,0,286,0.696,7
Sum,Gg,15,7/5/12,8/2/12,3,7,19,10,Mono,1,Gg,NA,NA,NA,15.99,15.99,85,0,11,105,2,0,0,7,0,0,2,0,212,0.325,6
Sum,Gg,15,7/5/12,8/2/12,3,7,20,30,Mono,1,Gg,NA,NA,NA,10.58,10.58,55,0,6,128,3,0,0,6,3,0,4,0,205,0.505,7
Part,Cf,5,7/5/12,8/2/12,3,7,21,8,Poly,3,NM,7.27,NA,NA,NA,7.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,5,7/5/12,8/2/12,3,7,21,8,Poly,3,NM,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,5,7/5/12,8/2/12,3,7,21,8,Poly,3,NM,NA,NA,NA,5.06,5.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,7/5/12,8/2/12,3,7,21,8,Poly,3,NM,7.27,0,NA,5.06,12.33,37,0,1,36,2,0,0,11,0,0,0,0,87,0.104,5
Part,Cf,5,7/5/12,8/2/12,3,7,22,35,Poly,3,NM,4.59,NA,NA,NA,4.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,5,7/5/12,8/2/12,3,7,22,35,Poly,3,NM,NA,4.2,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,5,7/5/12,8/2/12,3,7,22,35,Poly,3,NM,NA,NA,NA,6.92,6.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,7/5/12,8/2/12,3,7,22,35,Poly,3,NM,4.59,4.2,NA,6.92,15.71,56,0,1,98,0,0,0,4,0,0,0,0,159,0.356,4
Part,Cf,5,7/5/12,8/2/12,3,7,23,7,Poly,3,NM,9.3,NA,NA,NA,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,5,7/5/12,8/2/12,3,7,23,7,Poly,3,NM,NA,4.79,NA,NA,4.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,5,7/5/12,8/2/12,3,7,23,7,Poly,3,NM,NA,NA,NA,9.78,9.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,7/5/12,8/2/12,3,7,23,7,Poly,3,NM,9.3,4.79,NA,9.78,23.87,90,1,4,109,0,0,0,11,1,1,0,0,217,0.378,7
Part,Cf,5,7/5/12,8/2/12,3,7,24,18,Poly,3,NM,5.45,NA,NA,NA,5.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,5,7/5/12,8/2/12,3,7,24,18,Poly,3,NM,NA,0.81,NA,NA,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,5,7/5/12,8/2/12,3,7,24,18,Poly,3,NM,NA,NA,NA,7.21,7.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,7/5/12,8/2/12,3,7,24,18,Poly,3,NM,5.45,0.81,NA,7.21,13.47,46,1,3,64,0,0,0,7,2,1,1,0,125,0.291,8
Part,Cf,5,7/5/12,8/2/12,3,7,25,24,Poly,3,NM,6.25,NA,NA,NA,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,5,7/5/12,8/2/12,3,7,25,24,Poly,3,NM,NA,3.12,NA,NA,3.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,5,7/5/12,8/2/12,3,7,25,24,Poly,3,NM,NA,NA,NA,6.21,6.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,7/5/12,8/2/12,3,7,25,24,Poly,3,NM,6.25,3.12,NA,6.21,15.58,37,0,3,51,2,0,0,2,2,0,1,0,98,0.167,7
Part,Cf,5,7/5/12,8/2/12,3,7,26,25,Poly,3,IM,7.14,NA,NA,NA,7.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,5,7/5/12,8/2/12,3,7,26,25,Poly,3,IM,NA,NA,0.4,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,5,7/5/12,8/2/12,3,7,26,25,Poly,3,IM,NA,NA,NA,6.66,6.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,7/5/12,8/2/12,3,7,26,25,Poly,3,IM,7.14,NA,0.4,6.66,14.2,61,0,1,62,0,0,0,4,2,0,2,0,132,0.255,6
Part,Cf,5,7/5/12,8/2/12,3,7,27,4,Poly,3,IM,4.68,NA,NA,NA,4.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,5,7/5/12,8/2/12,3,7,27,4,Poly,3,IM,NA,NA,22.8,NA,22.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,5,7/5/12,8/2/12,3,7,27,4,Poly,3,IM,NA,NA,NA,8.08,8.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,7/5/12,8/2/12,3,7,27,4,Poly,3,IM,4.68,NA,22.8,8.08,35.56,75,2,10,135,34,0,0,6,2,0,1,0,265,0.671,8
Part,Cf,5,7/5/12,8/2/12,3,7,28,14,Poly,3,IM,7.04,NA,NA,NA,7.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,5,7/5/12,8/2/12,3,7,28,14,Poly,3,IM,NA,NA,4.02,NA,4.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,5,7/5/12,8/2/12,3,7,28,14,Poly,3,IM,NA,NA,NA,11.35,11.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,7/5/12,8/2/12,3,7,28,14,Poly,3,IM,7.04,NA,4.02,11.35,22.41,56,0,2,171,1,0,1,7,0,0,0,0,238,0.555,6
Part,Cf,5,7/5/12,8/2/12,3,7,29,1,Poly,3,IM,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,5,7/5/12,8/2/12,3,7,29,1,Poly,3,IM,NA,NA,6.26,NA,6.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,5,7/5/12,8/2/12,3,7,29,1,Poly,3,IM,NA,NA,NA,10.15,10.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,7/5/12,8/2/12,3,7,29,1,Poly,3,IM,0,NA,6.26,10.15,16.41,104,0,29,84,11,0,0,3,1,0,0,0,232,0.313,6
Part,Cf,5,7/5/12,8/2/12,3,7,30,34,Poly,3,IM,3.06,NA,NA,NA,3.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,5,7/5/12,8/2/12,3,7,30,34,Poly,3,IM,NA,NA,8.59,NA,8.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,5,7/5/12,8/2/12,3,7,30,34,Poly,3,IM,NA,NA,NA,8.57,8.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,7/5/12,8/2/12,3,7,30,34,Poly,3,IM,3.06,NA,8.59,8.57,20.22,120,0,9,195,3,0,0,9,2,0,1,0,339,0.705,7
Part,Cf,3.75,7/5/12,8/2/12,3,7,31,6,Poly,4,CM,6.99,NA,NA,NA,6.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,3.75,7/5/12,8/2/12,3,7,31,6,Poly,4,CM,NA,5.43,NA,NA,5.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,3.75,7/5/12,8/2/12,3,7,31,6,Poly,4,CM,NA,NA,0.36,NA,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,3.75,7/5/12,8/2/12,3,7,31,6,Poly,4,CM,NA,NA,NA,4.91,4.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,7/5/12,8/2/12,3,7,31,6,Poly,4,CM,6.99,5.43,0.36,4.91,17.69,61,0,0,72,1,1,0,5,1,1,0,0,142,0.257,7
Part,Cf,3.75,7/5/12,8/2/12,3,7,32,31,Poly,4,CM,6.95,NA,NA,NA,6.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,3.75,7/5/12,8/2/12,3,7,32,31,Poly,4,CM,NA,0.59,NA,NA,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,3.75,7/5/12,8/2/12,3,7,32,31,Poly,4,CM,NA,NA,1.05,NA,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
